ACCESSION: MSBNK-SMB_Measured-HSA032P0544001
RECORD_TITLE: Characterized; LysoPC(18:1(11Z)); LC-ESI-QTOF; MS2; POSITIVE; generated fron DDA dataset
DATE: 2025.04.02 (Averaged 2025.02.25, Processed 2025.02.25, Annotated 2025.03.31, Curated 2025.04.02)
AUTHORS: Shin-MassBank project
LICENSE: CC BY-NC-SA
PUBLICATION: Yu et al. Front Cell Infect Microbiol. 2022,11,763507
COMMENT: This is an averaged mass spectra data created by averaging product ion scan data obtained from the following DDA dataset.
COMMENT: The metabolite structure was characterized at Level 3 automatically. One of the possible structures is shown in the record.
COMMENT: REPOSITORY MetaboLights
COMMENT: DATASET_ID MTBLS3233
COMMENT: DATASET_TITLE The gut microbiome and metabolites are altered and interrelated in patients with rheumatoid arthritis
COMMENT: DATASET_AUTHORS Die Yu, Juping Du, Xia Pu, Liyuan Zheng, Shuaishuai Chen, Na Wang, Jun Li, Shiyong Chen, Shaobiao Pan, Bo Shen
COMMENT: MS1_M/Z_AVERAGED_THRES 15.000
COMMENT: MS2_M/Z_AVERAGED_THRES 20.000
COMMENT: DATASET_FILE_NUM 60
COMMENT: NUM_AVERAGED_SPEC 27
COMMENT: RAW_SPEC {'HC4-pos_4505': {'bp': 22009.0, 'sum': 51549.0}, 'HC3-pos_4838': {'bp': 13069.0, 'sum': 36449.0}, 'RA14-pos_4247': {'bp': 9998.0, 'sum': 24647.0}, 'RA11-pos_4350': {'bp': 8459.0, 'sum': 23036.0}, 'RA1-pos_4835': {'bp': 7415.0, 'sum': 18338.0}, 'RA11-pos_4299': {'bp': 6916.0, 'sum': 16691.0}, 'RA21-pos_3522': {'bp': 6525.0, 'sum': 18618.0}, 'HC15-pos_4506': {'bp': 6130.0, 'sum': 19220.0}, 'RA1-pos_5058': {'bp': 5810.0, 'sum': 16847.0}, 'RA7-pos_4368': {'bp': 5480.0, 'sum': 14820.0}, 'HC25-pos_4474': {'bp': 4939.0, 'sum': 19525.0}, 'RA3-pos_4397': {'bp': 3377.0, 'sum': 8347.0}, 'RA25-pos_4510': {'bp': 3339.0, 'sum': 11401.0}, 'HC10-pos_4426': {'bp': 2791.0, 'sum': 8519.0}, 'HC3-pos_4775': {'bp': 2780.0, 'sum': 6420.0}, 'RA4-pos_4543': {'bp': 2400.0, 'sum': 6417.0}, 'HC24-pos_4340': {'bp': 2235.0, 'sum': 6479.0}, 'RA15-pos_4633': {'bp': 1985.0, 'sum': 5304.0}, 'HC17-pos_4381': {'bp': 1928.0, 'sum': 6010.0}, 'RA9-pos_4230': {'bp': 1863.0, 'sum': 4945.0}, 'RA12-pos_4698': {'bp': 1411.0, 'sum': 4343.0}, 'HC21-pos_4380': {'bp': 1392.0, 'sum': 4055.0}, 'RA18-pos_4455': {'bp': 1317.0, 'sum': 5591.0}, 'QC1-pos_4296': {'bp': 1212.0, 'sum': 3932.0}, 'RA11-pos_4259': {'bp': 1099.0, 'sum': 2796.0}, 'HC20-pos_4633': {'bp': 1013.0, 'sum': 3111.0}, 'RA23-pos_4370': {'bp': 993.0, 'sum': 2987.0}}
COMMENT: RETENTION_TIME_STDEV 0.037
COMMENT: PRECURSOR_M/Z_RAW 544.335378
COMMENT: PRECURSOR_M/Z_STDEV 0.001085
COMMENT: PRECURSOR_IN_MS1 mz 544.338931; int 159.972; delta(ppm) 19.412541
COMMENT: PROPOSED_MF SevenGoldenRules 5.742; C23H50N3O9P; [M+H]+; delta(ppm) 5.742350
COMMENT: PROPOSED_MF SevenGoldenRules 5.983; C34H45N3OS; [M+H]+; delta(ppm) 5.983455
COMMENT: PROPOSED_MF SevenGoldenRules 7.183; C26H49N5O3S2; [M+H]+; delta(ppm) 7.183459
COMMENT: PROPOSED_MF SevenGoldenRules 7.307; C25H55NO5SP2; [M+H]+; delta(ppm) 7.306772
COMMENT: PROPOSED_MF SevenGoldenRules 8.783; C25H45N5O8; [M+H]+; delta(ppm) 8.782850
COMMENT: PROPOSED_MF SevenGoldenRules 9.147; C35H46NO2P; [M+H]+; delta(ppm) 9.147269
COMMENT: PROPOSED_MF SevenGoldenRules 9.644; C25H53NO7S2; [M+H]+; delta(ppm) 9.644203
COMMENT: PROPOSED_MF SevenGoldenRules 10.347; C27H50N3O4SP; [M+H]+; delta(ppm) 10.347273
COMMENT: PROPOSED_MF SevenGoldenRules 11.050; C29H47N5OP2; [M+H]+; delta(ppm) 11.050342
COMMENT: PROPOSED_MF SevenGoldenRules 11.244; C24H49NO12; [M+H]+; delta(ppm) 11.243594
COMMENT: PROPOSED_MF SevenGoldenRules 11.912; C29H55NS2P2; [M+H]+; delta(ppm) 11.911695
COMMENT: PROPOSED_MF SevenGoldenRules 13.388; C29H45N5O3S; [M+H]+; delta(ppm) 13.387773
COMMENT: PROPOSED_MF SevenGoldenRules 13.511; C28H51NO5P2; [M+H]+; delta(ppm) 13.511086
COMMENT: PROPOSED_MF SevenGoldenRules 14.593; C27H55NO4S2; [M+Na]+; delta(ppm) -14.592894
COMMENT: PROPOSED_MF SevenGoldenRules 13.860; C29H52N3OSP; [M+Na]+; delta(ppm) -13.860180
COMMENT: PROPOSED_MF SevenGoldenRules 12.926; C26H51NO9; [M+Na]+; delta(ppm) -12.926066
COMMENT: PROPOSED_MF SevenGoldenRules 10.945; C20H52N5O8P; [M+Na]+; delta(ppm) -10.944670
COMMENT: PROPOSED_MF SevenGoldenRules 10.693; C31H47N5S; [M+Na]+; delta(ppm) -10.693399
COMMENT: PROPOSED_MF SevenGoldenRules 10.563; C30H53NO2P2; [M+Na]+; delta(ppm) -10.562969
COMMENT: PROPOSED_MF SevenGoldenRules 8.127; C30H51NO4S; [M+Na]+; delta(ppm) -8.126984
COMMENT: PROPOSED_MF SevenGoldenRules 7.394; C32H48N3OP; [M+Na]+; delta(ppm) -7.394270
COMMENT: PROPOSED_MF SevenGoldenRules 6.146; C24H52N5O3SP; [M+Na]+; delta(ppm) -6.145588
COMMENT: PROPOSED_MF SevenGoldenRules 5.210; C21H51N3O11; [M+Na]+; delta(ppm) -5.209556
COMMENT: PROPOSED_MF SevenGoldenRules 2.846; C25H53N3O4P2; [M+Na]+; delta(ppm) -2.846458
COMMENT: PROPOSED_MF SevenGoldenRules 1.661; C33H47NO4; [M+Na]+; delta(ppm) -1.661073
COMMENT: PROPOSED_MF SevenGoldenRules 0.410; C25H51N3O6S; [M+Na]+; delta(ppm) -0.410473
COMMENT: PROPOSED_MF SevenGoldenRules 0.322; C27H48N5O3P; [M+Na]+; delta(ppm) 0.322241
COMMENT: PROPOSED_MF SevenGoldenRules 1.220; C27H56NO2S2P; [M+Na]+; delta(ppm) 1.219911
COMMENT: PROPOSED_MF SevenGoldenRules 2.887; C26H52NO7P; [M+Na]+; delta(ppm) 2.886738
COMMENT: PROPOSED_MF SevenGoldenRules 4.389; C29H51N3OS2; [M+Na]+; delta(ppm) 4.388610
COMMENT: PROPOSED_MF SevenGoldenRules 4.870; C20H53N5O6P2; [M+Na]+; delta(ppm) 4.870052
COMMENT: PROPOSED_MF SevenGoldenRules 6.055; C28H47N3O6; [M+Na]+; delta(ppm) 6.055437
COMMENT: PROPOSED_MF SevenGoldenRules 7.304; C20H51N5O8S; [M+Na]+; delta(ppm) 7.304119
COMMENT: PROPOSED_MF SevenGoldenRules 7.686; C30H52NO2SP; [M+Na]+; delta(ppm) 7.685821
COMMENT: PROPOSED_MF SevenGoldenRules 9.669; C24H53N5OSP2; [M+Na]+; delta(ppm) 9.669135
COMMENT: PROPOSED_MF SevenGoldenRules 10.603; C21H52N3O9P; [M+Na]+; delta(ppm) 10.603249
COMMENT: PROPOSED_MF SevenGoldenRules 10.855; C32H47N3OS; [M+Na]+; delta(ppm) 10.854520
COMMENT: PROPOSED_MF SevenGoldenRules 12.103; C24H51N5O3S2; [M+Na]+; delta(ppm) 12.103202
COMMENT: PROPOSED_MF SevenGoldenRules 13.770; C23H47N5O8; [M+Na]+; delta(ppm) 13.770030
COMMENT: PROPOSED_MF SevenGoldenRules 14.152; C33H48NO2P; [M+Na]+; delta(ppm) 14.151731
COMMENT: PROPOSED_MF SevenGoldenRules 14.659; C23H54N3O6P; [M+2Na-H]+; delta(ppm) -14.658537
COMMENT: PROPOSED_MF SevenGoldenRules 13.093; C26H53N5S2; [M+2Na-H]+; delta(ppm) -13.092557
COMMENT: PROPOSED_MF SevenGoldenRules 12.956; C25H59NO2SP2; [M+2Na-H]+; delta(ppm) -12.956385
COMMENT: PROPOSED_MF SevenGoldenRules 11.352; C25H49N5O5; [M+2Na-H]+; delta(ppm) -11.352356
COMMENT: PROPOSED_MF SevenGoldenRules 10.413; C25H57NO4S2; [M+2Na-H]+; delta(ppm) -10.413168
COMMENT: PROPOSED_MF SevenGoldenRules 9.648; C27H54N3OSP; [M+2Na-H]+; delta(ppm) -9.648201
COMMENT: PROPOSED_MF SevenGoldenRules 8.673; C24H53NO9; [M+2Na-H]+; delta(ppm) -8.672968
COMMENT: PROPOSED_MF SevenGoldenRules 6.342; C29H49N5S; [M+2Na-H]+; delta(ppm) -6.342020
COMMENT: PROPOSED_MF SevenGoldenRules 6.206; C28H55NO2P2; [M+2Na-H]+; delta(ppm) -6.205848
COMMENT: PROPOSED_MF SevenGoldenRules 3.663; C28H53NO4S; [M+2Na-H]+; delta(ppm) -3.662632
COMMENT: PROPOSED_MF SevenGoldenRules 2.898; C30H50N3OP; [M+2Na-H]+; delta(ppm) -2.897664
COMMENT: PROPOSED_MF SevenGoldenRules 1.594; C22H54N5O3SP; [M+2Na-H]+; delta(ppm) -1.594016
COMMENT: PROPOSED_MF SevenGoldenRules 0.411; C32H45N5; [M+2Na-H]+; delta(ppm) 0.410519
COMMENT: PROPOSED_MF SevenGoldenRules 1.850; C23H55N3O4P2; [M+2Na-H]+; delta(ppm) 1.850340
COMMENT: PROPOSED_MF SevenGoldenRules 3.088; C31H49NO4; [M+2Na-H]+; delta(ppm) 3.087905
COMMENT: PROPOSED_MF SevenGoldenRules 4.394; C23H53N3O6S; [M+2Na-H]+; delta(ppm) 4.393556
COMMENT: PROPOSED_MF SevenGoldenRules 5.159; C25H50N5O3P; [M+2Na-H]+; delta(ppm) 5.158523
COMMENT: PROPOSED_MF SevenGoldenRules 6.096; C25H58NO2S2P; [M+2Na-H]+; delta(ppm) 6.095709
COMMENT: PROPOSED_MF SevenGoldenRules 7.836; C24H54NO7P; [M+2Na-H]+; delta(ppm) 7.835909
COMMENT: PROPOSED_MF SevenGoldenRules 9.404; C27H53N3OS2; [M+2Na-H]+; delta(ppm) 9.403892
COMMENT: PROPOSED_MF SevenGoldenRules 11.144; C26H49N3O6; [M+2Na-H]+; delta(ppm) 11.144093
COMMENT: PROPOSED_MF SevenGoldenRules 12.846; C28H54NO2SP; [M+2Na-H]+; delta(ppm) 12.846245
COMMENT: PROPOSED_MF SevenGoldenRules 14.917; C22H55N5OSP2; [M+2Na-H]+; delta(ppm) 14.916864
COMMENT: PROPOSED_MF SevenGoldenRules 14.000; C20H39N5O7; [M+2ACN+H]+; delta(ppm) -14.000219
COMMENT: PROPOSED_MF SevenGoldenRules 13.569; C30H40NOP; [M+2ACN+H]+; delta(ppm) -13.568810
COMMENT: PROPOSED_MF SevenGoldenRules 12.983; C20H47NO6S2; [M+2ACN+H]+; delta(ppm) -12.983480
COMMENT: PROPOSED_MF SevenGoldenRules 12.155; C22H44N3O3SP; [M+2ACN+H]+; delta(ppm) -12.155347
COMMENT: PROPOSED_MF SevenGoldenRules 11.327; C24H41N5P2; [M+2ACN+H]+; delta(ppm) -11.327214
COMMENT: PROPOSED_MF SevenGoldenRules 11.100; C19H43NO11; [M+2ACN+H]+; delta(ppm) -11.099585
COMMENT: PROPOSED_MF SevenGoldenRules 8.576; C24H39N5O2S; [M+2ACN+H]+; delta(ppm) -8.576164
COMMENT: PROPOSED_MF SevenGoldenRules 8.429; C23H45NO4P2; [M+2ACN+H]+; delta(ppm) -8.428748
COMMENT: PROPOSED_MF SevenGoldenRules 5.676; C23H43NO6S; [M+2ACN+H]+; delta(ppm) -5.675530
COMMENT: PROPOSED_MF SevenGoldenRules 4.847; C25H40N3O3P; [M+2ACN+H]+; delta(ppm) -4.847397
COMMENT: PROPOSED_MF SevenGoldenRules 3.436; C17H44N5O5SP; [M+2ACN+H]+; delta(ppm) -3.436102
COMMENT: PROPOSED_MF SevenGoldenRules 1.591; C19H49N3OS2P2; [M+2ACN+H]+; delta(ppm) -1.591230
COMMENT: PROPOSED_MF SevenGoldenRules 1.266; C27H35N5O2; [M+2ACN+H]+; delta(ppm) -1.266046
COMMENT: PROPOSED_MF SevenGoldenRules 0.251; C27H43NOS2; [M+2ACN+H]+; delta(ppm) -0.251475
COMMENT: PROPOSED_MF SevenGoldenRules 0.293; C18H45N3O6P2; [M+2ACN+H]+; delta(ppm) 0.292665
COMMENT: PROPOSED_MF SevenGoldenRules 1.632; C26H39NO6; [M+2ACN+H]+; delta(ppm) 1.632419
COMMENT: PROPOSED_MF SevenGoldenRules 1.990; C21H44N5S2P; [M+2ACN+H]+; delta(ppm) 1.990121
COMMENT: PROPOSED_MF SevenGoldenRules 3.046; C18H43N3O8S; [M+2ACN+H]+; delta(ppm) 3.045882
COMMENT: PROPOSED_MF SevenGoldenRules 3.874; C20H40N5O5P; [M+2ACN+H]+; delta(ppm) 3.874015
COMMENT: PROPOSED_MF SevenGoldenRules 4.889; C20H48NO4S2P; [M+2ACN+H]+; delta(ppm) 4.888587
COMMENT: PROPOSED_MF SevenGoldenRules 5.717; C22H45N3OSP2; [M+2ACN+H]+; delta(ppm) 5.716720
COMMENT: PROPOSED_MF SevenGoldenRules 6.772; C19H44NO9P; [M+2ACN+H]+; delta(ppm) 6.772481
COMMENT: PROPOSED_MF SevenGoldenRules 7.056; C30H39NOS; [M+2ACN+H]+; delta(ppm) 7.056475
COMMENT: PROPOSED_MF SevenGoldenRules 8.470; C22H43N3O3S2; [M+2ACN+H]+; delta(ppm) 8.469938
COMMENT: PROPOSED_MF SevenGoldenRules 9.298; C24H40N5SP; [M+2ACN+H]+; delta(ppm) 9.298071
COMMENT: PROPOSED_MF SevenGoldenRules 10.354; C21H39N3O8; [M+2ACN+H]+; delta(ppm) 10.353832
COMMENT: PROPOSED_MF SevenGoldenRules 12.197; C23H44NO4SP; [M+2ACN+H]+; delta(ppm) 12.196537
COMMENT: PROPOSED_MF SevenGoldenRules 13.025; C25H41N3OP2; [M+2ACN+H]+; delta(ppm) 13.024670
COMMENT: PROPOSED_MF SevenGoldenRules 14.438; C17H45N5O3SP2; [M+2ACN+H]+; delta(ppm) 14.438133
COMMENT: PROPOSED_MF MS-FINDER 3.742; C28H50NO7P; [M+H]+; delta(ppm) -1.659604
COMMENT: PROPOSED_MF MS-FINDER 3.709; C26H52NO7P; [M+Na]+; delta(ppm) 16789.364778
COMMENT: PROPOSED_MF MS-FINDER 3.694; C33H47NO4; [M+Na]+; delta(ppm) 16784.861616
COMMENT: PROPOSED_MF MS-FINDER 3.594; C26H39NO6; [M+2ACN+H]+; delta(ppm) 114790.374589
COMMENT: PROPOSED_MF MS-FINDER 3.468; C30H45N3O6; [M+H]+; delta(ppm) 1.374841
COMMENT: PROPOSED_MF MS-FINDER 3.451; C31H41N7O2; [M+H]+; delta(ppm) -1.082111
COMMENT: PROPOSED_MF MS-FINDER 3.405; C28H47N3O6; [M+Na]+; delta(ppm) 16792.501981
COMMENT: PROPOSED_MF MS-FINDER 3.283; C31H49NO4; [M+2Na-H]+; delta(ppm) 123843.431614
COMMENT: PROPOSED_MF MS-FINDER 3.139; C27H35N5O2; [M+2ACN+H]+; delta(ppm) 114787.321202
COMMENT: PROPOSED_MF MS-FINDER 3.115; C19H52N7O5PS; [M+Na]+; delta(ppm) 16788.062242
COMMENT: PROPOSED_MF MS-FINDER 3.112; C17H46N13O3PS; [M+H]+; delta(ppm) 2.013710
COMMENT: PROPOSED_MF MS-FINDER 3.109; C21H50N7O5PS; [M+H]+; delta(ppm) -2.919476
COMMENT: PROPOSED_MF MS-FINDER 3.107; C24H46N7O5P; [M+H]+; delta(ppm) 3.273595
COMMENT: PROPOSED_MF MS-FINDER 3.105; C26H49N3O6; [M+2Na-H]+; delta(ppm) 123852.765619
COMMENT: PROPOSED_MF MS-FINDER 3.102; C16H45N15O2S2; [M+H]+; delta(ppm) -1.144915
COMMENT: PROPOSED_MF MS-FINDER 3.101; C22H59NO5P2S2; [M+H]+; delta(ppm) 1.099626
COMMENT: PROPOSED_MF MS-FINDER 3.100; C15H51N11O4P2S; [M+H]+; delta(ppm) -1.020739
COMMENT: PROPOSED_MF MS-FINDER 3.096; C18H51N9O4S2; [M+Na]+; delta(ppm) 16784.796685
COMMENT: PROPOSED_MF MS-FINDER 3.085; C15H49N11O6S2; [M+H]+; delta(ppm) 1.312037
COMMENT: PROPOSED_MF MS-FINDER 3.072; C12H44N17O4P; [M+Na]+; delta(ppm) 16785.870091
COMMENT: PROPOSED_MF MS-FINDER 3.069; C14H47N15O2S2; [M+Na]+; delta(ppm) 16789.896896
COMMENT: PROPOSED_MF MS-FINDER 3.067; C19H53N5O8S2; [M+H]+; delta(ppm) -3.621142
COMMENT: PROPOSED_MF MS-FINDER 3.066; C24H54N3O4PS2; [M+H]+; delta(ppm) 4.134088
COMMENT: PROPOSED_MF MS-FINDER 3.061; C16H50N9O7PS; [M+H]+; delta(ppm) 4.470677
COMMENT: PROPOSED_MF MS-FINDER 3.055; C23H53N5O3S3; [M+H]+; delta(ppm) 0.975449
COMMENT: PROPOSED_MF MS-FINDER 3.054; C18H47N11O4P2; [M+H]+; delta(ppm) 5.172355
COMMENT: PROPOSED_MF MS-FINDER 3.054; C21H58N3O4PS3; [M+H]+; delta(ppm) -2.058993
COMMENT: PROPOSED_MF MS-FINDER 3.052; C14H50N13O3PS2; [M+H]+; delta(ppm) -4.179344
COMMENT: PROPOSED_MF MS-FINDER 3.047; C17H54N9O2PS3; [M+H]+; delta(ppm) 2.874201
COMMENT: PROPOSED_MF MS-FINDER 3.041; C19H55N5O6P2S; [M+H]+; delta(ppm) -5.953894
COMMENT: PROPOSED_MF MS-FINDER 3.040; C14H42N17O4P; [M+H]+; delta(ppm) -5.039823
COMMENT: PROPOSED_MF MS-FINDER 3.027; C20H49N9O4S2; [M+H]+; delta(ppm) -6.078070
COMMENT: PROPOSED_MF MS-FINDER 3.017; C25H55NO5P2S; [M+H]+; delta(ppm) 7.292746
COMMENT: PROPOSED_MF MS-FINDER 3.012; C15H48N13O3PS; [M+Na]+; delta(ppm) 16793.162485
COMMENT: PROPOSED_MF MS-FINDER 3.012; C16H53N11OS4; [M+H]+; delta(ppm) -0.284429
COMMENT: PROPOSED_MF MS-FINDER 3.005; C18H59N5O3S4; [M+Na]+; delta(ppm) 16785.686301
COMMENT: PROPOSED_MF MS-FINDER 2.996; C21H55N5O3S3; [M+Na]+; delta(ppm) 16792.089065
COMMENT: PROPOSED_MF MS-FINDER 2.994; C22H48N7O5P; [M+Na]+; delta(ppm) 16794.465035
COMMENT: PROPOSED_MF MS-FINDER 2.994; C19H49N11OS3; [M+H]+; delta(ppm) 5.908674
COMMENT: PROPOSED_MF MS-FINDER 2.992; C32H49NO4S; [M+H]+; delta(ppm) -12.208221
COMMENT: PROPOSED_MF MS-FINDER 2.987; C20H42N13O3P; [M+H]+; delta(ppm) 8.206842
COMMENT: PROPOSED_MF MS-FINDER 2.986; C24H39N5O2S; [M+2ACN+H]+; delta(ppm) 114779.624815
COMMENT: PROPOSED_MF MS-FINDER 2.983; C26H49N5O3S2; [M+H]+; delta(ppm) 7.168568
COMMENT: PROPOSED_MF MS-FINDER 2.966; C14H55N11OS4; [M+Na]+; delta(ppm) 16790.786521
COMMENT: PROPOSED_MF MS-FINDER 2.961; C23H45N9O4S; [M+H]+; delta(ppm) 0.114961
COMMENT: PROPOSED_MF MS-FINDER 2.960; C25H51N3O6S; [M+Na]+; delta(ppm) 16786.099213
COMMENT: PROPOSED_MF MS-FINDER 2.960; C27H48N5O3P; [M+Na]+; delta(ppm) 16786.824639
COMMENT: PROPOSED_MF MS-FINDER 2.959; C22H51N5O6P2; [M+H]+; delta(ppm) 0.239138
COMMENT: PROPOSED_MF MS-FINDER 2.947; C20H57N5O3S4; [M+H]+; delta(ppm) -5.217593
COMMENT: PROPOSED_MF MS-FINDER 2.945; C25H53N3O4P2; [M+Na]+; delta(ppm) 16783.687471
COMMENT: PROPOSED_MF MS-FINDER 2.945; C22H49N5O8S; [M+H]+; delta(ppm) 2.571919
COMMENT: PROPOSED_MF MS-FINDER 2.944; C22H56N3O4PS2; [M+Na]+; delta(ppm) 16795.354668
COMMENT: PROPOSED_MF MS-FINDER 2.943; C13H49N15O2S3; [M+H]+; delta(ppm) -7.337930
COMMENT: PROPOSED_MF MS-FINDER 2.942; C20H50N9O2PS2; [M+H]+; delta(ppm) 9.067343
COMMENT: PROPOSED_MF MS-FINDER 2.942; C13H40N11O3PS; [M+2ACN+H]+; delta(ppm) 114791.168546
COMMENT: PROPOSED_MF MS-FINDER 2.940; C16H37N19O3; [M+H]+; delta(ppm) -2.005399
