ACCESSION: MSBNK-SMB_Measured-HSA015P0451001
RECORD_TITLE: Uncharacterized; LC-ESI-QFT; MS2; POSITIVE; Averaged data
DATE: 2025.03.05 (Averaged 2025.02.21, Processed 2025.02.21, Annotated 2025.03.05, Curated 2025.03.05)
AUTHORS: Shin-MassBank project
LICENSE: CC BY-NC-SA
PUBLICATION: Ruggiero et al. Int J Cancer. 2023, 153, 1, 210-223
COMMENT: This is an averaged mass spectra data created by averaging product ion scan data obtained from the following DDA dataset.
COMMENT: REPOSITORY MetaboLights
COMMENT: DATASET_ID MTBLS6402
COMMENT: DATASET_TITLE FSCN1 as a new druggable target in adrenocortical carcinoma
COMMENT: DATASET_AUTHORS Andrei Turtoi, Enzo Lalli
COMMENT: MS1_M/Z_AVERAGED_THRES 5.000
COMMENT: MS2_M/Z_AVERAGED_THRES 5.000
COMMENT: DATASET_FILE_NUM 27
COMMENT: NUM_AVERAGED_SPEC 10
COMMENT: RAW_SPEC {'EL05_pos_9215': {'bp': 74059.0, 'sum': 484517.0}, 'EL07_pos_9141': {'bp': 70849.0, 'sum': 493278.0}, 'EL09_pos_9159': {'bp': 62782.0, 'sum': 417647.0}, 'EL11_pos_9136': {'bp': 57453.0, 'sum': 389452.0}, 'EL06_pos_9183': {'bp': 55072.0, 'sum': 348031.0}, 'EL16_pos_9149': {'bp': 50715.0, 'sum': 320753.0}, 'EL24_pos_9148': {'bp': 48695.0, 'sum': 344516.0}, 'EL20_pos_9155': {'bp': 44954.0, 'sum': 308917.0}, 'EL04_pos_9131': {'bp': 44760.0, 'sum': 305973.0}, 'EL08_pos_9161': {'bp': 32449.0, 'sum': 184590.0}}
COMMENT: RETENTION_TIME_STDEV 0.009
COMMENT: PRECURSOR_M/Z_RAW 451.164676
COMMENT: PRECURSOR_M/Z_STDEV 0.000166
COMMENT: PRECURSOR_IN_MS1 mz 451.164605; int 61.714; delta(ppm) 0.876731
COMMENT: PROPOSED_CHARGE_STATE ND
COMMENT: PROPOSED_ISOTOPE_STATE ND
COMMENT: PROPOSED_ION_FORM M+H; M+Na; mz 473.147025; int 9.130; cor 0.983
COMMENT: PROPOSED_ION_FORM M+Na; M+2Na-H; mz 473.147025; int 9.130; cor 0.983
COMMENT: PROPOSED_MAX_NUM_S 0
COMMENT: PROPOSED_MF SevenGoldenRules 2.763; C20H28N4O4P2; [M+H]+; delta(ppm) -2.763478
COMMENT: PROPOSED_MF MS-FINDER 2.268; C15H30O15; [M+H]+; delta(ppm) -2.526165
COMMENT: PROPOSED_MF MS-FINDER 2.263; C8H24N14O5S; [M+Na]+; delta(ppm) 20318.875760
COMMENT: PROPOSED_MF MS-FINDER 2.248; C13H42N2O2S6; [M+H]+; delta(ppm) 0.611683
COMMENT: PROPOSED_MF MS-FINDER 2.239; C12H16N18O; [M+Na]+; delta(ppm) 20323.568523
COMMENT: PROPOSED_MF MS-FINDER 2.235; C12H24N14S2; [M+Na]+; delta(ppm) 20324.649347
COMMENT: PROPOSED_MF MS-FINDER 2.234; C11H20N14O5; [M+Na]+; delta(ppm) 20326.654609
COMMENT: PROPOSED_MF MS-FINDER 2.210; C14H43O3PS5; [M+H]+; delta(ppm) 4.422641
COMMENT: PROPOSED_MF MS-FINDER 2.204; C17H18N14S; [M+H]+; delta(ppm) 3.043001
COMMENT: PROPOSED_MF MS-FINDER 2.203; C10H21N16O2P; [M+Na]+; delta(ppm) 20319.757093
COMMENT: PROPOSED_MF MS-FINDER 2.175; C24H18N8O2; [M+H]+; delta(ppm) 4.563080
COMMENT: PROPOSED_MF MS-FINDER 2.172; C12H38N2O7S4; [M+H]+; delta(ppm) 2.537854
COMMENT: PROPOSED_MF MS-FINDER 2.171; C15H40O5S4; [M+Na]+; delta(ppm) 20322.619866
COMMENT: PROPOSED_MF MS-FINDER 2.146; C19H32N4OS3; [M+Na]+; delta(ppm) 20327.312663
COMMENT: PROPOSED_MF MS-FINDER 2.129; C15H32N4O6S2; [M+Na]+; delta(ppm) 20321.539046
COMMENT: PROPOSED_MF MS-FINDER 2.104; C27H20N6; [M+Na]+; delta(ppm) 20324.728233
COMMENT: PROPOSED_MF MS-FINDER 2.102; C15H24N8O7; [M+Na]+; delta(ppm) 20320.458229
COMMENT: PROPOSED_MF MS-FINDER 2.083; C16H34O10S2; [M+H]+; delta(ppm) -4.452316
COMMENT: PROPOSED_MF MS-FINDER 2.072; C11H34N2O12S2; [M+H]+; delta(ppm) 4.464033
COMMENT: PROPOSED_MF MS-FINDER 2.018; C14H22N14S2; [M+H]+; delta(ppm) -4.429045
COMMENT: PROPOSED_MF MS-FINDER 1.990; C21H38S5; [M+H]+; delta(ppm) -0.832609
COMMENT: PROPOSED_MF MS-FINDER 1.833; C16H36N4OS4; [M+Na]+; delta(ppm) 20319.533804
COMMENT: PROPOSED_MF MS-FINDER 1.775; C29H18N6; [M+H]+; delta(ppm) -4.353271
COMMENT: PROPOSED_MF MS-FINDER 1.709; C16H44S6; [M+Na]+; delta(ppm) 20320.614619
COMMENT: PROPOSED_MF MS-FINDER 1.666; C19H40S5; [M+Na]+; delta(ppm) 20328.393494
COMMENT: PROPOSED_MF SIRIUS5_Sirius 44.997; C25H29ClO4; [M+Na]+; delta(ppm) -32205.202772
COMMENT: PROPOSED_MF SIRIUS5_Sirius 34.515; C26H24N2O4; [M+Na]+; delta(ppm) 20327.814325
COMMENT: PROPOSED_MF SIRIUS5_Sirius 34.506; C18H28N4O6S; [M+Na]+; delta(ppm) 20329.317936
COMMENT: PROPOSED_MF SIRIUS5_Sirius 33.212; C21H22F2N6O2; [M+Na]+; delta(ppm) 20319.454911
COMMENT: PROPOSED_MF SIRIUS5_Sirius 32.320; C21H25ClN6O2; [M+Na]+; delta(ppm) -32199.627947
COMMENT: PROPOSED_MF SIRIUS5_Sirius 31.506; C23H28N2O4S; [M+Na]+; delta(ppm) 20320.035459
COMMENT: PROPOSED_MF SIRIUS5_Sirius 29.500; C21H27N2O7P; [M+H]+; delta(ppm) 3.866316
COMMENT: PROPOSED_MF SIRIUS5_Sirius 26.506; C27H27ClO4; [M+H]+; delta(ppm) -50513.721617
COMMENT: PROPOSED_MF SIRIUS5_Sirius 26.472; C19H28N2O9; [M+Na]+; delta(ppm) 20314.261925
COMMENT: PROPOSED_MF SIRIUS5_Sirius 21.059; C20H26N4O6S; [M+H]+; delta(ppm) 0.055361
COMMENT: PROPOSED_MF SIRIUS5_Sirius 19.765; C23H23ClN6O2; [M+H]+; delta(ppm) -50508.355723
COMMENT: PROPOSED_MF SIRIUS5_Sirius 19.373; C23H22N4O6; [M+H]+; delta(ppm) 7.527475
COMMENT: PROPOSED_MF SIRIUS5_Sirius 19.237; C22H28Cl2N4O2; [M+H]+; delta(ppm) -50512.012774
COMMENT: PROPOSED_MF SIRIUS5_Sirius 16.164; C28H22N2O4; [M+H]+; delta(ppm) -1.388929
COMMENT: PROPOSED_MF SIRIUS5_Sirius 14.370; C24H23F3N2O2; [M+Na]+; delta(ppm) 20333.456866
COMMENT: PROPOSED_MF SIRIUS5_Sirius 12.902; C22H20N8O2; [M+Na]+; delta(ppm) 20334.010794
COMMENT: PROPOSED_MF SIRIUS5_Sirius 11.395; C23H30O5S2; [M+H]+; delta(ppm) 8.565686
COMMENT: PROPOSED_MF SIRIUS5_Sirius 7.700; C25H26N2O4S; [M+H]+; delta(ppm) -8.860909
COMMENT: PROPOSED_MF SIRIUS5_Sirius 6.957; C25H23F5O2; [M+H]+; delta(ppm) -9.950614
COMMENT: PROPOSED_MF SIRIUS5_Zodiac 1.000; C25H29ClO4; [M+Na]+; delta(ppm) -32205.202772
COMMENT: PROPOSED_MF SIRIUS5_Zodiac 0.996; C21H27N2O7P; [M+H]+; delta(ppm) 3.866316
COMMENT: PROPOSED_MF SIRIUS5_Zodiac 0.004; C27H27ClO4; [M+H]+; delta(ppm) -50513.721617
COMMENT: PROPOSED_MF SIRIUS6_Sirius 52.688; C22H27ClN2O6; [M+H]+; delta(ppm) -50505.683244
COMMENT: PROPOSED_MF SIRIUS6_Sirius 48.822; C27H27ClO4; [M+H]+; delta(ppm) -50513.721617
COMMENT: PROPOSED_MF SIRIUS6_Sirius 48.032; C25H29ClO4; [M+Na]+; delta(ppm) -32205.202772
COMMENT: PROPOSED_MF SIRIUS6_Sirius 40.915; C22H28Cl2N4O2; [M+H]+; delta(ppm) -50512.012774
COMMENT: PROPOSED_MF SIRIUS6_Sirius 40.782; C20H26N4O6S; [M+H]+; delta(ppm) 0.055361
COMMENT: PROPOSED_MF SIRIUS6_Sirius 40.644; C21H32Cl2O6; [M+H]+; delta(ppm) -50509.340316
COMMENT: PROPOSED_MF SIRIUS6_Sirius 40.526; C19H32O8P2; [M+H]+; delta(ppm) 0.205183
COMMENT: PROPOSED_MF SIRIUS6_Sirius 40.489; C21H27N2O7P; [M+H]+; delta(ppm) 3.866316
COMMENT: PROPOSED_MF SIRIUS6_Sirius 39.744; C17H28Cl2N6O4; [M+H]+; delta(ppm) -50503.974373
COMMENT: PROPOSED_MF SIRIUS6_Sirius 39.731; C16H33Cl3N4O4; [M+H]+; delta(ppm) -50507.631458
COMMENT: PROPOSED_MF SIRIUS6_Sirius 39.685; C18H28FN2O8P; [M+H]+; delta(ppm) 1.333626
COMMENT: PROPOSED_MF SIRIUS6_Sirius 37.259; C18H28N4O6S; [M+Na]+; delta(ppm) 20329.317936
COMMENT: PROPOSED_MF SIRIUS6_Sirius 36.554; C19H34Cl2O6; [M+Na]+; delta(ppm) -32200.650876
COMMENT: PROPOSED_MF SIRIUS6_Sirius 36.074; C26H24N2O4; [M+Na]+; delta(ppm) 20327.814325
COMMENT: PROPOSED_MF SIRIUS6_Sirius 36.043; C14H27F2N6O5P; [M+Na]+; delta(ppm) 20324.925909
COMMENT: PROPOSED_MF SIRIUS6_Sirius 35.729; C17H34O8P2; [M+Na]+; delta(ppm) 20329.473911
COMMENT: PROPOSED_MF SIRIUS6_Sirius 35.544; C21H25ClN6O2; [M+Na]+; delta(ppm) -32199.627947
COMMENT: PROPOSED_MF SIRIUS6_Sirius 35.473; C19H29BClNO7; [M+Na]+; delta(ppm) -10963.500345
COMMENT: PROPOSED_MF SIRIUS6_Sirius 35.271; C22H30ClFO5; [M+Na]+; delta(ppm) -32207.574939
COMMENT: PROPOSED_MF SIRIUS6_Sirius 35.231; C15H27ClF2N6O4; [M+Na]+; delta(ppm) -32204.372323
COMMENT: PROPOSED_MF SIRIUS6_Zodiac 1.000; C25H29ClO4; [M+Na]+; delta(ppm) -32205.202772
COMMENT: PROPOSED_MF SIRIUS6_Zodiac 0.989; C22H27ClN2O6; [M+H]+; delta(ppm) -50505.683244
COMMENT: PROPOSED_MF SIRIUS6_Zodiac 0.011; C27H27ClO4; [M+H]+; delta(ppm) -50513.721617
COMMENT: PROPOSED_COMPOUND CFM-ID:MsfinderDB 0.095; DYKNMDZKBYNCEH-UHFFFAOYSA-N; [M+H]+; O=C(N)C(NC1=CC(=O)C2(OC=3C(Cl)=C(OC)C=C(OC)C3C2=O)C(C)C1)C(C)CC
COMMENT: PROPOSED_COMPOUND CFM-ID:MsfinderDB 0.050; SANMFNWDQPDEKK-UHFFFAOYSA-N; [M+H]+; O=C(O)C(N=C(O)C(N=C(O)CN1C(O)=NC=2C=CC=CC2C1=O)CCSC)C(C)C
COMMENT: PROPOSED_COMPOUND CFM-ID:MsfinderDB 0.000; AXTDJIUHCKYHJA-UHFFFAOYSA-N; [M+H]+; O=C(C=CC1=CC=C(OC)C(=C1)COC2=CC(=C(Cl)C=C2C(C)C)C)C=3C=CC=CC3O
COMMENT: PROPOSED_COMPOUND CFM-ID:MsfinderDB 0.000; BNDAYXZERMHMNG-UHFFFAOYSA-N; [M+H]+; O=C1C=2C=CC=CC2C3=C1C=4C=CC(OC)=C(OC)C4C(=O)N3CCC5=CNC=6C=CC=CC65
COMMENT: PROPOSED_COMPOUND CFM-ID:MsfinderDB 0.000; CAVZOIPWOMKMEX-UHFFFAOYSA-N; [M+H]+; O=CC1=C(OC)C=CC=2C=3C=C(C(O)=C(C3NC12)C=4C(O)=C(C=C5C=6C=CC=CC6NC54)C)C
COMMENT: PROPOSED_COMPOUND MS-FINDER:MsfinderDB 5.589; RTFGEFWZCFCODU-QINVSXPYNA-N; [M+H]+; (5R,6S,8S)-8-[3-(AMINOMETHYL)PHENYL]-6-HYDROXY-5-ISOPROPYL-3-OXO-1-PHENYL-2,7-DIOXA-4-AZA-6-PHOSPHANONAN-9-OIC ACID 6-OXIDE
COMMENT: PROPOSED_COMPOUND MS-FINDER:MsfinderDB 5.016; IHTOYVXGZQPASM-UHFFFAOYSA-N; [M+H]+; CNP0434286
COMMENT: PROPOSED_COMPOUND MS-FINDER:MsfinderDB 4.981; SANMFNWDQPDEKK-UHFFFAOYSA-N; [M+H]+; 2-[(1-hydroxy-2-{[1-hydroxy-2-(2-hydroxy-4-oxo-3,4-dihydroquinazolin-3-yl)ethylidene]amino}-4-(methylsulfanyl)butylidene)amino]-3-methylbutanoic acid
COMMENT: PROPOSED_COMPOUND MS-FINDER:MsfinderDB 4.708; ABEIJMWLNYUWMD-UHFFFAOYSA-N; [M+H]+; 2-[4,7-bis(carboxymethyl)-5-[(4-isothiocyanatophenyl)methyl]-1,4,7-triazonan-1-yl]acetic acid
COMMENT: PROPOSED_COMPOUND MS-FINDER:MsfinderDB 4.390; RRRLTDPGJYSFPY-UHFFFAOYSA-N; [M+Na]+; 6-butyl-3-(2-methyl-1,3-thiazol-4-yl)-4-oxo-4H-chromen-7-yl 2-amino-3-methylpentanoate
COMMENT: PROPOSED_COMPOUND MS-FINDER:MsfinderDB 4.372; PUBCOEIXDTVKHU-UHFFFAOYSA-N; [M+Na]+; N-[4-hydroxy-4-methyl-1-(oxane-4-carbonyl)-2-(thiophen-2-yl)piperidin-3-yl]benzamide
COMMENT: PROPOSED_COMPOUND MS-FINDER:MsfinderDB 4.266; FPWPEMULKRPRSL-MGRUGCKGNA-N; [M+Na]+; 1-[(2S,3R)-2-(hydroxymethyl)-3-[4-(3-methylphenyl)phenyl]-1-methylsulfonyl-1,6-diazaspiro[3.3]heptan-6-yl]-1-propanone
COMMENT: PROPOSED_COMPOUND MetFrag:MsfinderDB 1.000; RTFGEFWZCFCODU-QINVSXPYNA-N; [M+H]+; (5R,6S,8S)-8-[3-(AMINOMETHYL)PHENYL]-6-HYDROXY-5-ISOPROPYL-3-OXO-1-PHENYL-2,7-DIOXA-4-AZA-6-PHOSPHANONAN-9-OIC ACID 6-OXIDE
COMMENT: PROPOSED_COMPOUND MetFrag:PubchemLite 3.000; CSURKLFFMMBEFL-UHFFFAOYSA-N; [M+H]+; 2-ethylbutyl 2-[[(4-nitrophenoxy)-phenoxyphosphoryl]amino]propanoate
COMMENT: PROPOSED_COMPOUND SIRIUS5_CSI:biodatabase -486.634; WEFLJOVONZPAEL; [M+Na]+; nan
COMMENT: PROPOSED_COMPOUND SIRIUS5_CSI:biodatabase -498.163; HZPYWBLIVTTWQN; [M+Na]+; nan
COMMENT: PROPOSED_COMPOUND SIRIUS5_CSI:biodatabase -556.007; RTFGEFWZCFCODU; [M+H]+; 2-[3-(aminomethyl)phenyl]-2-[hydroxy-[2-methyl-1-(phenylmethoxycarbonylamino)propyl]phosphoryl]oxyacetic acid
COMMENT: PROPOSED_COMPOUND SIRIUS5_Confidence:biodatabase 0.175; RTFGEFWZCFCODU; [M+H]+; 2-[3-(aminomethyl)phenyl]-2-[hydroxy-[2-methyl-1-(phenylmethoxycarbonylamino)propyl]phosphoryl]oxyacetic acid
COMMENT: PROPOSED_COMPOUND SIRIUS5_Confidence:biodatabase 0.098; WEFLJOVONZPAEL; [M+Na]+; nan
COMMENT: CONFIDENCE Level 5: Exact mass of interest 451.164607; Observed in MS1; Charge state Unknown;
CH$NAME: Uncharacterized
CH$COMPOUND_CLASS: Uncharacterized
CH$FORMULA: C39H42O2
CH$EXACT_MASS: 542.318480
CH$SMILES: CCCC#Cc1cc(C#CCCC)cc(C#Cc2cc(C#CC(C)(C)C)c(cc2C#CC(C)(C)C)C2OCCO2)c1
CH$IUPAC: InChI=1S/C39H42O2/c1-9-11-13-15-30-25-31(16-14-12-10-2)27-32(26-30)17-18-33-28-35(20-22-39(6,7)8)36(37-40-23-24-41-37)29-34(33)19-21-38(3,4)5/h25-29,37H,9-12,23-24H2,1-8H3
CH$LINK: PUBCHEM CID:11353257
SP$SCIENTIFIC_NAME: Homo sapiens
SP$LINK: NCBI-TAXONOMY 9606 
SP$SAMPLE: Cell
AC$INSTRUMENT: Vanquish Flex UHPLC system, Thermo Fisher Scientific - Orbitrap Q Exactive Plus mass spectrometer, Thermo Fisher Scientific
AC$INSTRUMENT_TYPE: LC-ESI-QFT
AC$MASS_SPECTROMETRY: MS_TYPE MS2
AC$MASS_SPECTROMETRY: ION_MODE POSITIVE
AC$MASS_SPECTROMETRY: COLLISION_ENERGY Ramped collision energies of 40 V
AC$MASS_SPECTROMETRY: FRAGMENTATION_MODE CID
AC$MASS_SPECTROMETRY: ION_SPRAY_VOLTAGE 4.0 kV
AC$MASS_SPECTROMETRY: IONIZATION ESI
AC$MASS_SPECTROMETRY: MASS_ACCURACY MS1(ppm) 5.00; MS2(ppm) 5.00
AC$CHROMATOGRAPHY: COLUMN_NAME ZORBAX Pursuit 3 PFP (3 µm, 2.0 mm x 150 mm; Agilent Technologies)
AC$CHROMATOGRAPHY: FLOW_GRADIENT The gradient profile was linear decrease from 0-25% B from 0-2 min; fast linear increase from 25-35% B from 2-11 min; 95% B hold from 15-20 min;fast linear decrease from 95-0% B from 20-21 min. 
AC$CHROMATOGRAPHY: RETENTION_TIME 14.910
MS$FOCUSED_ION: PRECURSOR_M/Z 451.164607
MS$DATA_PROCESSING: RECALIBRATE Data dependent recalibration using whole DDA dataset
PK$SPLASH: splash10-005a-4709000000-d07f22a7ab71afe43fab
PK$ANNOTATION: m/z int annotation m/z_nocal m/z_std(ppm) int_std cor n
  53.0388632 64.5249 ? 53.039561 1.1690 19.65 0.5833 9
  55.0545282 184.1916 ? 55.055236 0.6176 23.06 0.8424 10
  57.0701615 198.8221 ? 57.070878 0.7535 22.28 0.9515 10
  71.0492530 97.5321 ? 71.049996 1.2949 27.08 0.6667 8
  83.0492035 513.9887 ? 83.049923 0.4455 53.32 0.8788 10
  117.0100336 260.8592 ? 117.010500 0.9572 32.77 0.9515 10
  147.0204649 134.1633 ? 147.020758 0.9318 19.58 0.8571 8
  165.0312192 390.1216 ? 165.031562 0.9089 37.76 0.8788 10
